['743, prison', '2023-09-11T18:58:20.024816', 0.0037755966186523438, 0.02277851104736328, 0.026554107666015625]
['583, guillotine', '2023-09-11T18:58:22.068414', 0.004052639007568359, 0.021897077560424805, 0.025949716567993164]
['854, theater_curtain', '2023-09-11T18:58:24.095652', 0.002832651138305664, 0.02302837371826172, 0.025861024856567383]
['707, pay-phone', '2023-09-11T18:58:26.163157', 0.001958131790161133, 0.022064685821533203, 0.024022817611694336]
['408, amphibian', '2023-09-11T18:58:30.239619', 0.002817869186401367, 0.02095961570739746, 0.023777484893798828]
['938, cauliflower', '2023-09-11T18:58:34.352359', 0.007239580154418945, 0.021994829177856445, 0.02923440933227539]
['185, Norfolk_terrier', '2023-09-11T18:58:36.390433', 0.0036525726318359375, 0.022145509719848633, 0.02579808235168457]
['962, meat_loaf', '2023-09-11T18:58:40.467330', 0.003586292266845703, 0.02008199691772461, 0.023668289184570312]
['73, barn_spider', '2023-09-11T18:58:42.605247', 0.003531217575073242, 0.021058320999145508, 0.02458953857421875]
['838, sunscreen', '2023-09-11T18:58:44.684138', 0.0039844512939453125, 0.020394563674926758, 0.02437901496887207]
['807, solar_dish', '2023-09-11T18:58:46.789632', 0.0025663375854492188, 0.018774986267089844, 0.021341323852539062]
['901, whiskey_jug', '2023-09-11T18:58:50.946973', 0.003498077392578125, 0.02135753631591797, 0.024855613708496094]
['854, theater_curtain', '2023-09-11T18:58:52.938144', 0.002934694290161133, 0.020343303680419922, 0.023277997970581055]
['610, jersey', '2023-09-11T18:58:54.952099', 0.0026433467864990234, 0.0182492733001709, 0.020892620086669922]
['5, electric_ray', '2023-09-11T18:59:01.151918', 0.0017178058624267578, 0.02409839630126953, 0.02581620216369629]
['576, gondola', '2023-09-11T18:59:03.187812', 0.0038461685180664062, 0.021981477737426758, 0.025827646255493164]
['399, abaya', '2023-09-11T18:59:05.174091', 0.005272865295410156, 0.022444725036621094, 0.02771759033203125]
['577, gong', '2023-09-11T18:59:07.190659', 0.002117633819580078, 0.023377180099487305, 0.025494813919067383]
['288, leopard', '2023-09-11T18:59:11.254529', 0.004098415374755859, 0.0191347599029541, 0.02323317527770996]
['507, combination_lock', '2023-09-11T18:59:13.225949', 0.0026335716247558594, 0.019182920455932617, 0.021816492080688477]
['493, chiffonier', '2023-09-11T18:59:15.276261', 0.003927946090698242, 0.02048039436340332, 0.024408340454101562]
['334, porcupine', '2023-09-11T18:59:17.277222', 0.004037618637084961, 0.021404027938842773, 0.025441646575927734]
['708, pedestal', '2023-09-11T18:59:21.361955', 0.0040967464447021484, 0.021201610565185547, 0.025298357009887695]
['147, grey_whale', '2023-09-11T18:59:23.389035', 0.003724336624145508, 0.020981550216674805, 0.024705886840820312]
['175, otterhound', '2023-09-11T18:59:25.453445', 0.00414276123046875, 0.021159648895263672, 0.025302410125732422]
['926, hot_pot', '2023-09-11T18:59:27.559233', 0.0031931400299072266, 0.019923686981201172, 0.0231168270111084]
['712, Petri_dish', '2023-09-11T18:59:31.576844', 0.0019805431365966797, 0.02589130401611328, 0.02787184715270996]
['426, barometer', '2023-09-11T18:59:33.617164', 0.0040111541748046875, 0.01945185661315918, 0.023463010787963867]
['408, amphibian', '2023-09-11T18:59:35.644922', 0.0038361549377441406, 0.021030664443969727, 0.024866819381713867]
['73, barn_spider', '2023-09-11T18:59:37.635592', 0.0038747787475585938, 0.021164417266845703, 0.025039196014404297]
['645, maypole', '2023-09-11T18:59:41.846557', 0.0036928653717041016, 0.02441573143005371, 0.028108596801757812]
['715, pickelhaube', '2023-09-11T18:59:43.919368', 0.004196643829345703, 0.025719404220581055, 0.029916048049926758]
['194, Dandie_Dinmont', '2023-09-11T18:59:46.053210', 0.004961729049682617, 0.02312779426574707, 0.028089523315429688]
['683, oboe', '2023-09-11T18:59:48.091904', 0.0038459300994873047, 0.024939298629760742, 0.028785228729248047]
['439, bearskin', '2023-09-11T18:59:52.186809', 0.004305601119995117, 0.02162957191467285, 0.02593517303466797]
['633, loupe', '2023-09-11T18:59:54.200246', 0.003652811050415039, 0.020765304565429688, 0.024418115615844727]
['335, fox_squirrel', '2023-09-11T18:59:56.285652', 0.00402379035949707, 0.019731521606445312, 0.023755311965942383]
['576, gondola', '2023-09-11T18:59:58.308220', 0.0045375823974609375, 0.02108621597290039, 0.025623798370361328]
['857, throne', '2023-09-11T19:00:02.443195', 0.0037500858306884766, 0.021754741668701172, 0.02550482749938965]
['802, snowmobile', '2023-09-11T19:00:04.436608', 0.003960847854614258, 0.022474050521850586, 0.026434898376464844]
['807, solar_dish', '2023-09-11T19:00:06.444889', 0.002170562744140625, 0.02246713638305664, 0.024637699127197266]
['540, drilling_platform', '2023-09-11T19:00:08.453519', 0.0029382705688476562, 0.01930069923400879, 0.022238969802856445]
['687, organ', '2023-09-11T19:00:12.499884', 0.003887653350830078, 0.023279428482055664, 0.027167081832885742]
['335, fox_squirrel', '2023-09-11T19:00:14.547999', 0.0037124156951904297, 0.021607398986816406, 0.025319814682006836]
['949, strawberry', '2023-09-11T19:00:16.552900', 0.0028188228607177734, 0.01990342140197754, 0.022722244262695312]
['73, barn_spider', '2023-09-11T19:00:18.620253', 0.0037026405334472656, 0.0225222110748291, 0.026224851608276367]
['728, plastic_bag', '2023-09-11T19:00:22.681141', 0.003616809844970703, 0.01943206787109375, 0.023048877716064453]
['860, tobacco_shop', '2023-09-11T19:00:24.754490', 0.0029039382934570312, 0.020153284072875977, 0.023057222366333008]
